"id","sector","interaction_date","interaction_subject","theme","company_id","investment_project_id","communication_channel","company_export_id","created_on","interaction_link","interaction_kind","modified_on","net_company_receipt","interaction_notes","service_delivery_status","service_delivery","policy_feedback_notes","policy_areas","policy_issue_types","were_countries_discussed","related_trade_agreement_names","export_barrier_type_names","export_barrier_notes","dbt_initiative","export_challenge_type","interaction_type"
"c89474a2-35b6-42ba-ba66-cf8933f426cf","Energy : Renewable energy","2025-03-04","Quarterly check-in","export","8a61a99c-028e-43d8-9400-c16eac6aaf02","","","","2024-08-12T14:44:15.078673","http://somedomain.com/c89474a2-35b6-42ba-ba66-cf8933f426cf","service_delivery","2026-02-05T14:44:15.078673","","Southern draw day. Second listen how edge. Cultural short marriage happen avoid.
History create organization trade. Happen technology note soon.","Offered","Trade - Services","Simply that claim whose notice attorney energy. House room hot professor win how.
Another area will leave gun. There off too nor newspaper.
Couple catch daughter realize.","['']","['']","true","['']","","","","",""
"7823efd1-933e-4ae3-8eae-c34d15820bfe","Water : Water management","2025-01-31","Quarterly check-in","investment","005ba395-7bbb-4ad4-b490-755c4c96f1ba","","Telephone","","2025-06-20T14:44:15.078792","http://somedomain.com/7823efd1-933e-4ae3-8eae-c34d15820bfe","interaction","2026-02-05T14:44:15.078792","","Car name interest question citizen still. Little condition art peace watch defense. Whole audience single write letter between.
Radio kitchen report brother light story.","","DBT export service or funding : Significant assistance","Enjoy while home final family probably pretty. Suddenly contain usually why it. Bad reduce yes relate away.
Listen top improve television show fast who. Close experience near factor.","['']","['']","","['']","","","","",""
"f5900e38-945f-41d4-a510-75200f1850bd","Pharmaceuticals and biotechnology","2024-05-13","Market entry overview","export","8059b084-d941-44af-87bd-fd4a04989d68","","Video/Teleconf.","","2024-09-13T14:44:15.078911","http://somedomain.com/f5900e38-945f-41d4-a510-75200f1850bd","interaction","2026-02-05T14:44:15.078911","500","Agency family budget bad. Effort see visit over. Sell officer study choose very.
New resource store record. Baby system again similar it floor.","Completed","Trade - Enquiry","Direction fly back their decision trouble. Heavy establish work. As style body rest task.","['']","['']","","['']","","","","","Advice"
"43bd0c2d-a85d-4eca-8873-a738512f814b","Consumer and retail : Cosmetics and beauty","2024-02-17","Quarterly check-in","other","67dd7fb3-ec73-4c2b-a18a-a2847cd98f40","","Email/Website","","2025-06-11T14:44:15.079017","http://somedomain.com/43bd0c2d-a85d-4eca-8873-a738512f814b","interaction","2026-02-05T14:44:15.079017","0.0","Represent on black recognize. Purpose likely hot man. Sometimes area on.
Husband campaign music girl. Impact worker full sit when decide. Game generation picture reduce something game sign.","Offered","Onward Referral","Artist face special security message. Yeah three nothing I. Leader executive Democrat month medical shake certainly language.","['']","['']","","['']","","","","","Referral"
"4c680276-ad4e-4488-a088-0896cb23f2ce","Creative industries : Digital services","2024-01-05","Intro call and next steps","other","8e5ce3eb-2d8c-4463-b531-c4c192b3588f","","","","2025-08-02T14:44:15.080020","http://somedomain.com/4c680276-ad4e-4488-a088-0896cb23f2ce","interaction","2026-02-05T14:44:15.080020","","Foot sort evening our information fish.
Have place affect edge according to.
True reach especially. Carry catch occur world speech part check. South late themselves available.","","DBT export service or funding : Significant assistance","Behavior interesting nice cell practice see product. Rate many let beat writer prevent add such. Gas agent give.","['']","['']","","['']","","","","","Referral"
"f49fef07-11b2-4bd3-903e-4de5dee81adb","Defence","2025-07-15","Market entry overview","investment","2a69f34c-c787-45d7-af11-d36a199324f1","","Email/Website","","2025-10-24T14:44:15.080232","http://somedomain.com/f49fef07-11b2-4bd3-903e-4de5dee81adb","interaction","2026-02-05T14:44:15.080232","0.0","Save stop model her score sing trouble. More notice area store mention away.
Stand war station hit follow here hair. Nation happen activity officer. Another agreement song station another first.","Offered","Trade - Enquiry","Radio west four avoid. Production such full drug drug usually.
Medical place audience choice admit choice.","['']","['International Climate']","","['']","","","","",""
"956d2657-9ad9-43da-8d82-7ec5d7c39821","Water","2026-05-10","Investment opportunity review","investment","33550981-d3b3-43ae-8fc2-48ad71432081","","","3ac1e29b-abbe-44a8-a587-2d0e99ba6f3f","2025-11-08T14:44:15.081413","http://somedomain.com/956d2657-9ad9-43da-8d82-7ec5d7c39821","interaction","2026-02-05T14:44:15.081413","","Answer miss money. Rather thank should very for see agent. Explain have stand sound care.","Offered","Export win","Job music a page whose various old. Performance politics subject as. Find management address rock throughout.
Just always feeling protect rule available. Dog in game ten easy.","['']","['']","","['']","","","","",""
"5372d309-e363-497b-b04d-ac99edece7bd","Advanced engineering","2025-04-07","Site visit planning","investment","523eb707-c378-4c46-925d-4381a6f0dc86","","Face to Face","","2026-02-01T14:44:15.081957","http://somedomain.com/5372d309-e363-497b-b04d-ac99edece7bd","interaction","2026-02-05T14:44:15.081957","","Station team far space song officer treat. Add series defense join notice order. Cold provide right stay across growth good.","","Account management : General","Law seat at listen trade. Common run interview grow.
Total bank may which sometimes. So sit likely must term.
Nation thousand for perform. Important hope keep six of. Star author not open company.","['']","['']","","['']","","","","",""
"35878aa0-847e-400c-ad1c-55b13fdda49a","Sports economy : Sports infrastructure","2024-05-08","Intro call and next steps","export","b2064523-8b0d-44b6-b490-e7e16c466bc3","","Email/Website","","2025-07-17T14:44:15.082107","http://somedomain.com/35878aa0-847e-400c-ad1c-55b13fdda49a","service_delivery","2026-02-05T14:44:15.082107","","Military activity television action. Pretty region respond whatever one own run shoulder.
Difficult hold return onto at debate road. Mr well either federal. Low involve surface picture.","","Events : UK based","Race million summer become too.
Speech spend office purpose. Heart century some foot high happy. Run institution result especially help scene.
Hit simple couple fact also watch country.","['']","['']","false","['']","","","","",""
"6201f9e5-a1e8-47d2-9bac-b367b52fbe2d","Food and drink : Fruit and vegetables","2025-05-21","Intro call and next steps","other","9a24462c-3f10-4963-81fc-d6bad6cf8339","","Telephone","","2025-07-05T14:44:15.082236","http://somedomain.com/6201f9e5-a1e8-47d2-9bac-b367b52fbe2d","interaction","2026-02-05T14:44:15.082236","250","Establish light yard raise admit arm spring. Politics but win country common woman occur exactly.","","Export win","Nearly continue avoid benefit sit. Nation start late safe month memory clear. Affect simply else kind policy.
Instead community edge such. Type whole hot know large hour.","['']","['']","","['']","","","","","Advice"
"be683824-4846-481c-a66c-86e5ad1b0023","Environment : Waste management and recycling","2024-05-29","Stakeholder alignment meeting","export","704d1795-a131-42f1-b649-b14af87bebfb","","","","2025-07-06T14:44:15.082708","http://somedomain.com/be683824-4846-481c-a66c-86e5ad1b0023","interaction","2026-02-05T14:44:15.082708","250","Remember range we develop. Chair certainly blood particular new. New human forget class talk own receive.
Agree day expect paper boy. Any enough page Mr can indeed husband reveal.","Completed","Onward Referral","Experience should law system continue. Join trouble door rest small.
Control lead media this.
Past down clearly child everyone soldier during.","['']","['']","","['']","","","","",""
"31f23fe2-85ea-4353-ac1e-94bad0a0f076","Education and training : Educational technology","2024-03-09","Stakeholder alignment meeting","investment","99dd367e-9fcd-4c05-ab0d-2e0413e735f0","","","","2025-11-16T14:44:15.082947","http://somedomain.com/31f23fe2-85ea-4353-ac1e-94bad0a0f076","interaction","2026-02-05T14:44:15.082947","","Director realize parent feeling. Impact of maybe listen prove economy total.
Improve real relationship employee different and.
Memory around set decide shoulder mother. This job open wife.","","Export win","Hear news machine contain spring easy last. Feeling smile keep require. Impact today to measure tonight civil.","['']","['']","","['']","","","","","Contact - inbound"
"a091c3ab-62d3-499f-be15-1d17ca63f805","Pharmaceuticals and biotechnology","2026-06-03","Due diligence questions","other","431fbef2-bf7a-4693-a55a-27365d93bd79","","Video/Teleconf.","","2024-04-14T14:44:15.083056","http://somedomain.com/a091c3ab-62d3-499f-be15-1d17ca63f805","interaction","2026-02-05T14:44:15.083056","","Seem cut dream relate news. Gun smile build music spend bag.
Speech parent allow else kid. Trouble read husband.","","Trade - Enquiry","Might include reality no poor since.
Sport goal sell kitchen describe maybe. Test because child every simply identify cost.","['']","['']","","['']","","","","",""
"e9019c8c-81b4-4863-b9a0-d1aeea6fbb94","Chemicals","2026-04-21","Intro call and next steps","other","9cc2a7a2-e5c1-4d38-a74e-1ab8b281bb56","","","","2025-12-09T14:44:15.083159","http://somedomain.com/e9019c8c-81b4-4863-b9a0-d1aeea6fbb94","service_delivery","2026-02-05T14:44:15.083159","0.0","World movement wide join anything know author. Do husband page kid green site. Rest professor ahead suddenly example network. Mission foreign college style.","Offered","DBT export service or funding : Significant assistance","Even direction left offer force. Trouble total various store before industry want. Pass discussion position where.
Herself hotel population save involve finish leader.","['']","['']","","['']","","","","",""
"c2353b5c-54ba-4028-894c-4b942e02e444","Environment : Waste management and recycling","2024-07-26","Quarterly check-in","investment","cd30c64a-9d8b-4a99-bb5a-ce416220c347","","Face to Face","","2025-10-09T14:44:15.083267","http://somedomain.com/c2353b5c-54ba-4028-894c-4b942e02e444","interaction","2026-02-05T14:44:15.083267","","Usually deal institution particular bar wind. Camera political ground difficult seek again until. Too read necessary call father. Film road several down pressure movie great.","Completed","Export win","Shoulder nothing record husband social. Bed good explain successful sure rich research. Inside sit mouth better together shake today mention.","['']","['']","false","['']","","","","","Contact - inbound"
"cf3324a3-ca21-4a70-8a7c-51b6605b22b1","Agriculture, horticulture, fisheries and pets","2024-05-18","Follow-up on proposal","export","609cde46-1314-4089-b2c7-d3fb683e16bf","","Face to Face","","2024-04-01T14:44:15.083357","http://somedomain.com/cf3324a3-ca21-4a70-8a7c-51b6605b22b1","interaction","2026-02-05T14:44:15.083357","500","For carry issue cost security issue. Until manager during sort admit wife hand month. Traditional peace night stay Congress practice.
Someone later front. Employee total doctor wait happy first.","Offered","Trade - Enquiry","Gas either much hour paper. Coach mind evidence bad source bring.
Different anything really light computer. Night eye threat item collection.
Full fill family big. Offer movement listen public.","['']","['']","false","['']","","","","",""
"43a66cc0-0652-43e4-ab88-dccaf1d1aaca","Security","2026-05-12","Follow-up on proposal","investment","f05ea97d-1731-455c-835b-b67aee8dabff","","Email/Website","","2025-11-05T14:44:15.083489","http://somedomain.com/43a66cc0-0652-43e4-ab88-dccaf1d1aaca","interaction","2026-02-05T14:44:15.083489","250","Economic together building wrong pull buy stock. Statement brother cut official conference.
Every today team develop no. Really wrong clear.","","Export win","Name cultural present degree final while kind. Then your sing compare most.","['']","['']","true","['']","","","","","Contact - inbound"
"190cb993-194a-483d-a49f-f7e96627bb23","Sports economy : Sports infrastructure","2026-06-11","Market entry overview","investment","b2064523-8b0d-44b6-b490-e7e16c466bc3","","Email/Website","","2025-11-19T14:44:15.085191","http://somedomain.com/190cb993-194a-483d-a49f-f7e96627bb23","interaction","2026-02-05T14:44:15.085191","","Project area social grow do development at. Store beautiful newspaper. Catch just exactly appear class agree. Way admit sign hit.","","Onward Referral","Me present guy myself. Program tend new happy station. Difference interesting daughter nature.","['']","['']","false","['Comprehensive Something or other']","","","","","Contact - inbound"
"87e1343e-baa6-4554-b525-9127c5259f52","Sports economy : Sports infrastructure","2025-12-03","Follow-up on proposal","investment","b2064523-8b0d-44b6-b490-e7e16c466bc3","","Email/Website","","2024-04-06T14:44:15.085341","http://somedomain.com/87e1343e-baa6-4554-b525-9127c5259f52","interaction","2026-02-05T14:44:15.085341","","Pay agreement question. Collection you price student president chair. Tend employee evening not even various billion.","","Trade - Enquiry","Provide smile doctor put available staff thank. Marriage public paper character training.
Together project grow sell create difficult. Yet song line any will.","['']","['']","true","['']","","","","","Advice"
"942f4863-62fe-490d-9421-b176d230766f","Technology and smart cities : Software","2024-04-21","Site visit planning","investment","26ca4693-d545-4836-8bcf-0cf2c87d40f7","","","","2024-03-11T14:44:15.085449","http://somedomain.com/942f4863-62fe-490d-9421-b176d230766f","interaction","2026-02-05T14:44:15.085449","","Mention decision government program. His our box share. Join feeling important where next center. Everybody capital offer election evening check line new.","Completed","Account management : General","Nearly spend religious guy Congress official thought institution. Myself good rather forward off myself probably.","['']","['']","","['']","","","","","Referral"
"899895f9-ee30-4914-9800-f46d12954fe1","Automotive : Manufacturing and assembly : Cars","2026-09-01","Quarterly check-in","export","c449d886-c38c-429a-b89d-9b0cef6b154d","","","","2025-09-06T14:44:15.085903","http://somedomain.com/899895f9-ee30-4914-9800-f46d12954fe1","interaction","2026-02-05T14:44:15.085903","","Commercial loss traditional which. Consider hope professor rather traditional oil region. Turn story cold edge surface hit among.
Recognize pressure run bill. Attention who final include.","","Trade - Enquiry","Stock wrong card street general old though explain. Place certain necessary section.
Teach standard task production campaign building business. Rest third make politics.","['']","['']","false","['']","","","","",""
"671535ed-a7cc-464b-a359-d5d2d111e6cf","Security","2026-05-07","Intro call and next steps","other","45d6fbd8-4800-4953-9db9-eb4e8edcab1d","","Face to Face","","2025-04-21T14:44:15.086028","http://somedomain.com/671535ed-a7cc-464b-a359-d5d2d111e6cf","service_delivery","2026-02-05T14:44:15.086028","","Thing scientist body arm that. Whatever prove career and cell carry.
Base find treat sometimes tough reflect professor. Several play development hot contain. Whom spend benefit think she.","","DBT export service or funding : Significant assistance","Shake appear what speech price threat yard. Meeting hundred plant why which although.","['']","['']","false","['']","","","","",""
"c961cbc3-9638-41a9-a77b-49076911e5f8","Technology and smart cities : Software : Software as a service","2025-04-01","Stakeholder alignment meeting","export","3f8d3958-882f-495c-99da-e0d6c6a7150d","","Face to Face","","2024-12-02T14:44:15.086139","http://somedomain.com/c961cbc3-9638-41a9-a77b-49076911e5f8","service_delivery","2026-02-05T14:44:15.086139","500","School my less work responsibility increase short. Art line section thing realize.","","Trade - Enquiry","Thought big production teacher student evening. For appear own budget wide appear.
Right term past same apply. Blood week begin return pay too four.","['']","['']","","['']","","","","","Contact - inbound"
"cd690202-55c6-4daa-87d0-8cc8cccbe24a","Technology and smart cities : Software : Software as a service","2026-02-08","Intro call and next steps","other","dfed235a-54f9-4b7f-ab9e-9a4abdfaac45","","","","2025-05-08T14:44:15.086237","http://somedomain.com/cd690202-55c6-4daa-87d0-8cc8cccbe24a","interaction","2026-02-05T14:44:15.086237","0.0","Movement fight list right themselves. Recently charge age majority like method audience. Election think take he.
Experience first wear organization occur girl. Office professor room.","Current","Trade - Enquiry","General discuss green two result although help.
Because mouth management glass space. Animal laugh order service camera laugh. Scientist attention drive lay daughter point as.","['']","['']","false","['']","","","","","Referral"
"4bdf874d-63d9-4cc7-b362-053bd07e3069","Security","2024-03-02","Quarterly check-in","other","f05ea97d-1731-455c-835b-b67aee8dabff","","Email/Website","","2024-07-15T14:44:15.086367","http://somedomain.com/4bdf874d-63d9-4cc7-b362-053bd07e3069","interaction","2026-02-05T14:44:15.086367","","Everything middle garden. Fast major serve six likely pull history.
Brother image piece win civil least this very.
Color gas help certainly artist city.","Offered","Trade - Enquiry","Course law conference lawyer knowledge large. Total pressure side meeting. Half manage identify sort.","['']","['']","false","['']","","","","",""
"94701ea2-25d7-48e1-86ec-32e9a23adfa8","Creative industries","2025-02-09","Follow-up on proposal","other","4370624e-ee03-426f-a2ab-4ac0fe8abcd0","","","","2025-08-21T14:44:15.086466","http://somedomain.com/94701ea2-25d7-48e1-86ec-32e9a23adfa8","interaction","2026-02-05T14:44:15.086466","","Happy recently sort most strong even suddenly. Them this century interesting. Student science forward seek seven medical new.
Far item western. Style wear fine exactly.","Offered","DBT export service or funding : Significant assistance","Hot face although great. Local including budget serious either easy.","['']","['']","","['']","","","","",""
"820abd57-8705-4bf8-b9f3-3d4f071f62ec","Technology and smart cities : Software : Software as a service","2025-02-05","Intro call and next steps","export","7a4be22e-3422-4d68-8a87-03529013f2f2","","Telephone","","2025-03-05T14:44:15.086574","http://somedomain.com/820abd57-8705-4bf8-b9f3-3d4f071f62ec","interaction","2026-02-05T14:44:15.086574","","Visit him describe test.
Number eat film century full dream. Mrs occur company animal seek something. Follow give brother through guy after.
Ability enough move talk research page tell.","","Trade - Services","Face wear treat natural movie teacher. Evidence close get easy. Indicate nature professor.","['']","['']","true","['Comprehensive Something or other']","","","","","Referral"
"0269ad17-89be-42e0-826d-2ad0d10181aa","Defence","2024-08-15","Investment opportunity review","other","2d5b5eee-4c22-4c7b-8231-de892c0d19fc","","Face to Face","","2024-12-20T14:44:15.086685","http://somedomain.com/0269ad17-89be-42e0-826d-2ad0d10181aa","interaction","2026-02-05T14:44:15.086685","0.0","Finish employee dinner number report morning. Myself answer ground newspaper boy its perform. Since into sit commercial make growth magazine. Follow hard western land.","","Trade - Enquiry","Must region material happen section. Give inside establish great image.
For trip which staff situation. No out majority save building season service.","['']","['']","","['']","","","","","Advice"
"3eb813fe-6adc-45dd-baa0-9aec7b18af2d","Technology and smart cities : Software","2026-06-07","Follow-up on proposal","investment","c8c49edc-19bd-4442-8df6-7e397688e5bf","","","","2024-06-29T14:44:15.087449","http://somedomain.com/3eb813fe-6adc-45dd-baa0-9aec7b18af2d","interaction","2026-02-05T14:44:15.087449","","Drive note middle effort. Accept onto myself until seek design. Professional man at threat approach building reality away. Always science idea can face scene.","","Trade - Enquiry","Parent ahead because condition hard subject poor staff. Great ask past receive then discussion ready.
Cultural foot business sign hope line term. Go what feeling amount affect quality again.","['']","['']","","['']","","","","","Advice"
"2dd58af1-e2f4-4ab7-aaea-1875d2978abb","Security","2026-02-05","Site visit planning","investment","83def9ab-5142-4990-b2ed-98e9825c2267","","","","2025-01-26T14:44:15.087565","http://somedomain.com/2dd58af1-e2f4-4ab7-aaea-1875d2978abb","interaction","2026-02-05T14:44:15.087565","","Wish resource up front authority. Small hospital rich weight later way. Defense life particular base cover size. Example most research candidate describe.","","DBT export service or funding : Significant assistance","Free student spend position in. Be employee college policy. Left age great southern major tend mean.
Second truth worker. Number raise animal major heavy ahead so.","['']","['']","false","['']","","","","","Advice"
"2901bf1f-df7b-474c-b5c3-404394bb6736","Consumer and retail : Jewellery","2025-08-25","Export support briefing","investment","9c56ca71-e665-4ebb-9775-279a0c6b9bb2","","Face to Face","","2025-06-09T14:44:15.087678","http://somedomain.com/2901bf1f-df7b-474c-b5c3-404394bb6736","interaction","2026-02-05T14:44:15.087678","","View must different brother deal yet cultural. Building head brother. Me enjoy may front.
Control stay rest at the radio coach big. Feeling just so himself a. Your accept upon we maybe.","","Export win","House she mention maintain hold later positive. Movie employee meeting join where our after. Actually force ahead budget newspaper today.","['']","['']","true","['Comprehensive Something or other']","","","","","Referral"
"27913284-4921-431a-9345-def9f55dc852","Security","2025-03-04","UK expansion discussion","investment","f61e32b1-e625-470c-b7c8-f296184b320c","","Video/Teleconf.","","2024-05-17T14:44:15.087798","http://somedomain.com/27913284-4921-431a-9345-def9f55dc852","interaction","2026-02-05T14:44:15.087798","","Others design memory put major a past. Stage response performance walk radio course can time. Describe customer view hit authority meet sister.","Current","Trade - Enquiry","Matter type others special him will create. Important lay next finally garden. Boy season yeah house each surface.
Pattern meeting type hot simply chance state water.","['']","['']","","['']","","","","","Referral"
"38ca83e1-bb96-44a9-adce-330b953cf174","Chemicals","2026-11-08","Investment opportunity review","export","9cc2a7a2-e5c1-4d38-a74e-1ab8b281bb56","","","","2025-04-16T14:44:15.087897","http://somedomain.com/38ca83e1-bb96-44a9-adce-330b953cf174","interaction","2026-02-05T14:44:15.087897","","Full maintain question federal method data interest. Or eight eye food. Result page pay top.
Door how three since. Participant head exist activity with hand cover.","","Trade - Enquiry","Move me long authority thought wife relate. Treatment stage eye mind.
While popular decision instead five. Technology door piece enjoy thank my.
Dog less next situation.","['']","['']","","['']","","","","",""
"005f1753-dbbf-4cf6-b3b8-bd2f8c82affc","Maritime : Marine engineering : Ports and terminals","2026-08-28","Quarterly check-in","export","ba71f8d5-d0ba-4de5-ac5e-bf53fb1df7e1","","Face to Face","","2024-12-03T14:44:15.088015","http://somedomain.com/005f1753-dbbf-4cf6-b3b8-bd2f8c82affc","service_delivery","2026-02-05T14:44:15.088015","","Something market protect ground international. Anything old vote rate out sister.","","DBT export service or funding : Significant assistance","Still model option feel. Court skill yeah item response talk.
Law garden doctor nice admit. Season author well three author.","['']","['']","true","['']","","","","","Contact - inbound"
"e98691fb-3752-44d6-8e19-d0a3c6bdf5a3","Food and drink : Fruit and vegetables","2025-02-19","Due diligence questions","other","98764d9f-8c22-4079-9b32-dd073c21c2cf","","","","2025-04-28T14:44:15.088120","http://somedomain.com/e98691fb-3752-44d6-8e19-d0a3c6bdf5a3","interaction","2026-02-05T14:44:15.088120","0.0","Increase personal require miss maybe writer benefit. Herself may high little quite. Staff draw local maybe act.
Thousand throw represent. Break idea world hard wear animal soldier.","","DBT export service or funding : Significant assistance","And often cold begin day reality whose hundred. It kid cultural him sure. End no hour me live investment.","['']","['']","","['Comprehensive Something or other']","","","","","Advice"
"49de97cb-7aaa-4245-b988-ed3f66f0934b","Advanced engineering : Metals, minerals and materials","2025-06-05","Stakeholder alignment meeting","export","72421de9-3e34-481d-bcce-c1aad06161be","","","","2025-11-13T14:44:15.088227","http://somedomain.com/49de97cb-7aaa-4245-b988-ed3f66f0934b","interaction","2026-02-05T14:44:15.088227","","One director director. Skin member investment. Put minute put Congress laugh give.
Ready him lay too tree last city practice. Collection cause good lot. Whether break heavy design.","","Trade - Enquiry","Ever base sell fast. Main like seem themselves late provide.
Be family every drop knowledge service like. Evidence million rich performance. Deal partner year.","['']","['']","true","['']","","","","","Advice"
"88223266-1ff1-4ac5-8c57-b2de90b0ee54","Creative industries : Digital services","2024-03-25","Stakeholder alignment meeting","other","2bb6aadd-f3bb-417f-8aa8-da97841d5074","","Email/Website","","2025-11-16T14:44:15.088357","http://somedomain.com/88223266-1ff1-4ac5-8c57-b2de90b0ee54","interaction","2026-02-05T14:44:15.088357","","Key reason religious late national trade international. Item thousand structure fund performance. Fast wrong wait table film nothing open and. Think mention similar participant crime.","Completed","Trade - Enquiry","Table certainly actually whose western. Notice growth keep out.
Popular price necessary piece. Put religious important writer couple. Something our can.","['']","['']","","['']","","","","","Advice"
"edc1fba7-114a-4806-b3f9-05d0e2c3c840","Maritime : Marine engineering : Ports and terminals","2025-10-11","Export support briefing","export","ba71f8d5-d0ba-4de5-ac5e-bf53fb1df7e1","","Face to Face","","2025-11-19T14:44:15.088474","http://somedomain.com/edc1fba7-114a-4806-b3f9-05d0e2c3c840","interaction","2026-02-05T14:44:15.088474","","Might of simple force draw year store. Most tree indicate shoulder indeed low. Red data work someone institution.
Nor change scene debate stay success. Want central evening knowledge.","Completed","Account management : General","Process moment game grow fall cover. International son choose young cultural human.","['']","['']","true","['']","","","","",""
"c6558d33-fb32-4de1-9148-6e77019ab63f","Security","2025-08-26","UK expansion discussion","other","d1a1a31e-3502-4ef1-870f-9ac0493ab826","","","","2025-01-27T14:44:15.088580","http://somedomain.com/c6558d33-fb32-4de1-9148-6e77019ab63f","interaction","2026-02-05T14:44:15.088580","250","How city wonder sometimes. Tend how listen can describe key two. Hair you enter near assume.
On cultural already. Building single south stock charge.","Offered","Trade - Enquiry","Thank suddenly report something. Possible year argue behind.
Friend eye benefit. Never western why become. Red personal together already.
Summer candidate history.","['']","['']","true","['']","","","","","Advice"
"fe2db45d-5980-40c9-9bae-38b87dbed77f","Healthcare services : Digital and data","2024-05-26","Investment opportunity review","other","dd29313f-4bf1-4bda-9201-c2638b05f29d","","Telephone","0549eaa8-50a4-4741-9754-a7d0df7cb702","2025-01-12T14:44:15.088698","http://somedomain.com/fe2db45d-5980-40c9-9bae-38b87dbed77f","interaction","2026-02-05T14:44:15.088698","","Standard these establish his table beyond. Short industry two open. Ok agent arm effort article soldier.","","Trade - Enquiry","Catch ever exactly.","['']","['']","true","['']","","","","","Referral"
"b714dd71-273c-40aa-b9f1-b1383d4ea3f3","Food and drink","2025-07-16","Market entry overview","other","2263eda6-6ec4-4f65-a221-3dbd8f3edc29","","Email/Website","","2025-01-21T14:44:15.088795","http://somedomain.com/b714dd71-273c-40aa-b9f1-b1383d4ea3f3","service_delivery","2026-02-05T14:44:15.088795","","Though look agreement land. Party Mrs everybody likely.
Cut moment pressure somebody drop. Mrs sure small relate seven. Rather skin face.","","Trade - Enquiry","Up should anything national foot paper purpose. Girl room admit white fund approach into.
Easy voice dark prepare. Sense we including thus.","['']","['']","","['']","","","","","Advice"
"9f5e84af-5514-40f3-b6e4-6a10c8d5cb69","Security","2025-07-31","Due diligence questions","export","45d6fbd8-4800-4953-9db9-eb4e8edcab1d","","Video/Teleconf.","","2025-03-27T14:44:15.090689","http://somedomain.com/9f5e84af-5514-40f3-b6e4-6a10c8d5cb69","interaction","2026-02-05T14:44:15.090689","","Agree let hundred management responsibility huge. Into enough change require subject. Success TV Mrs behavior. Everything television him add.
Few vote suddenly last difference.","","Onward Referral","Today knowledge generation traditional. Cut hand remain later.
Color civil book practice feeling too. Give until factor clear present director.","['']","['']","","['']","","","","","Referral"
"bde3596d-bbff-4aea-b921-7bfddf1b7994","Defence","2026-11-15","Due diligence questions","investment","2d5b5eee-4c22-4c7b-8231-de892c0d19fc","","","","2025-03-17T14:44:15.090837","http://somedomain.com/bde3596d-bbff-4aea-b921-7bfddf1b7994","interaction","2026-02-05T14:44:15.090837","","Purpose manager cause TV. Customer community hot meet seem soldier western.
Turn data voice wonder write sign enter. Hit administration fact activity drive food.","Completed","Trade - Enquiry","Media serious recent but song wait hit along. Including rate imagine professor fall remain. Future research order game stage draw threat official.","['']","['']","true","['']","","","","",""
"60ee08e3-a72d-47f0-94fd-2ab8550dddb1","Pharmaceuticals and biotechnology","2025-03-05","Stakeholder alignment meeting","export","094d02f0-b671-4745-bdc9-72c7eef973df","","Face to Face","","2024-05-01T14:44:15.090947","http://somedomain.com/60ee08e3-a72d-47f0-94fd-2ab8550dddb1","interaction","2026-02-05T14:44:15.090947","","Commercial head yet brother voice. Particular admit present whatever. Century piece wear structure.
Coach change recently song sometimes parent guess. Me job why skin product.","","Trade - Services","Bag local me difference long. Must institution catch cost less use. Fish century note above idea phone she activity. Beyond professional executive most.","['']","['']","false","['']","","","","",""
"fc1c6a43-b110-4546-a14e-9d29552e35ea","Security","2025-10-03","Due diligence questions","investment","d1a1a31e-3502-4ef1-870f-9ac0493ab826","","Telephone","","2025-11-15T14:44:15.091064","http://somedomain.com/fc1c6a43-b110-4546-a14e-9d29552e35ea","interaction","2026-02-05T14:44:15.091064","0.0","From computer develop seven factor.
Walk pass however despite most many feeling gun. Security machine meet remain movie real.
Dinner let bill. Treat think region dark mean. Cold sport our first.","","Account management : General","Rock evening we cup spend. Serve idea number spring common. Door once friend art interest why.
Cause number buy.
Not state power dream across less.","['']","['']","","['']","","","","","Referral"
"64693db4-a86d-4515-ba4a-70e00b194d75","Technology and smart cities : Software","2024-03-02","Export support briefing","export","26ca4693-d545-4836-8bcf-0cf2c87d40f7","","Telephone","","2026-01-01T14:44:15.091196","http://somedomain.com/64693db4-a86d-4515-ba4a-70e00b194d75","interaction","2026-02-05T14:44:15.091196","","Push level western. Price environmental after eat late learn.
Science hotel degree mind. Down everyone heavy already church sister recent war.","","Trade - Enquiry","Administration expect now who PM speech politics. Agency all pick on since trip. Future though government forget.
Picture check white same management manage type. If place bit stock machine policy.","['']","['']","","['']","","","","",""
"1e58ce75-89b8-4920-9fca-95b436b760f7","Advanced engineering","2025-12-27","Due diligence questions","export","d59399d7-7434-45f9-a588-5cce8fe9ab2f","","Email/Website","a99eb8d0-03de-4ece-b39d-07de5aa03a60","2024-11-12T14:44:15.091312","http://somedomain.com/1e58ce75-89b8-4920-9fca-95b436b760f7","service_delivery","2026-02-05T14:44:15.091312","","Side important spring sport reality send. Learn organization age money network. Young account campaign.","","Trade - Enquiry","Hotel play happy large sister health thus move. Organization alone similar deal law machine.
Wide voice law quality skill win. Food school TV scientist relate wife. Media pass later lay item.","['']","['']","true","['']","","","","","Referral"
